Predicted_SOH,Condition
4.210650469046481,Healthy
4.137194317500831,Healthy
4.120564376760273,Healthy
4.389692651160908,Healthy
4.28960425721882,Healthy
4.305600141412294,Healthy
4.239370717474622,Healthy
4.2222892095002305,Healthy
4.501180324844575,Healthy
4.432766426590219,Healthy
4.35908481055956,Healthy
4.302136659692416,Healthy
4.310714781389312,Healthy
4.458838560174971,Healthy
4.398713222733716,Healthy
4.33257290296343,Healthy
4.409312291338417,Healthy
4.33851127101976,Healthy
4.307875512334594,Healthy
4.4802374634400195,Healthy
4.441170572106587,Healthy
4.347910904746276,Healthy
4.420217059165354,Healthy
4.398445709711758,Healthy
4.415138159523788,Healthy
4.463954340817082,Healthy
4.3744486016661925,Healthy
4.395398306192922,Healthy
4.348513495583861,Healthy
4.419604443798142,Healthy
4.444711511650417,Healthy
4.377280875354161,Healthy
4.2712099483628885,Healthy
4.3772048820899965,Healthy
4.392145373132015,Healthy
4.415190829899816,Healthy
4.459539873635994,Healthy
4.363609662466699,Healthy
4.33940445449388,Healthy
4.331482350777908,Healthy
4.326918685018976,Healthy
4.474408952758587,Healthy
4.387070027710314,Healthy
4.32966075013989,Healthy
4.367123161629459,Healthy
4.264159363078668,Healthy
4.198761976648041,Healthy
4.47812892580454,Healthy
4.357360632515673,Healthy
4.239177047710631,Healthy
4.281694901345326,Healthy
4.256760337008389,Healthy
4.3125508920557944,Healthy
4.435929250059261,Healthy
4.333461896270545,Healthy
4.3585776576610336,Healthy
4.339591506454798,Healthy
4.3705428662471055,Healthy
4.475001259871416,Healthy
4.39396563727388,Healthy
4.331472550571218,Healthy
4.396711851772821,Healthy
4.376713479863386,Healthy
4.357123030373132,Healthy
4.349651539702207,Healthy
4.2515454534707775,Healthy
4.1958779131708415,Healthy
4.260074480910617,Healthy
4.253361556541047,Healthy
4.199515184767567,Healthy
4.3500858359980175,Healthy
4.301480688624238,Healthy
4.402247119121864,Healthy
4.341440416934849,Healthy
4.2226096615146025,Healthy
4.488437693814156,Healthy
4.39139378390458,Healthy
4.457014601184777,Healthy
4.383465474247194,Healthy
4.312893908743287,Healthy
4.400368212663567,Healthy
4.413870401902894,Healthy
4.395940741396982,Healthy
4.465892384583919,Healthy
4.391794849628291,Healthy
4.3261106237096705,Healthy
4.490582300813744,Healthy
4.4286072232605,Healthy
4.434741350630096,Healthy
4.488348574502531,Healthy
4.469577020830704,Healthy
4.4352849151208025,Healthy
4.4592118161320435,Healthy
4.441238486834926,Healthy
4.4878430013025685,Healthy
4.499553328800899,Healthy
4.4536769268083285,Healthy
4.443240828734965,Healthy
4.384841001058767,Healthy
4.414017644129791,Healthy
4.4487501765136725,Healthy
4.475638794348765,Healthy
4.413755473681642,Healthy
4.4355772057239555,Healthy
4.370359819915437,Healthy
4.4083841654536124,Healthy
4.397547722302223,Healthy
4.347817262230011,Healthy
4.4469165770938615,Healthy
4.372777067761986,Healthy
4.3852741449419135,Healthy
4.407588470112871,Healthy
4.22438210271829,Healthy
4.16307761080862,Healthy
4.436510461850181,Healthy
4.381959342824245,Healthy
4.366222441682481,Healthy
4.371628205688752,Healthy
4.3558045796968035,Healthy
4.354799920896689,Healthy
4.426134162314179,Healthy
4.386869811159287,Healthy
4.416605015332541,Healthy
4.403131960188189,Healthy
4.375828276368822,Healthy
4.455613805653346,Healthy
4.42572828587833,Healthy
4.405193071997664,Healthy
4.445512280616511,Healthy
4.439675304472899,Healthy
4.3372812077279725,Healthy
4.314156388112711,Healthy
4.27336882649219,Healthy
4.28516831895277,Healthy
4.361821099186114,Healthy
4.321643886172598,Healthy
4.179971477658573,Healthy
4.4030064510242255,Healthy
4.383034174286919,Healthy
4.420961536581318,Healthy
4.3102523917061655,Healthy
4.195703380851389,Healthy
4.425672711635297,Healthy
4.425207520775162,Healthy
4.450472942429007,Healthy
4.363203118725065,Healthy
4.291916019445421,Healthy
4.403728894883695,Healthy
4.434209861495311,Healthy
4.394458649768436,Healthy
4.4337736598161985,Healthy
4.366725093345969,Healthy
4.272269923243182,Healthy
4.447413684210607,Healthy
4.474040778900259,Healthy
4.456611050593821,Healthy
4.482358310926843,Healthy
4.441948454977885,Healthy
4.432578748930086,Healthy
4.476668022012635,Healthy
4.497182200661085,Healthy
4.481651882973348,Healthy
4.448494705796752,Healthy
4.400796213423448,Healthy
4.438013239512312,Healthy
4.423023423948598,Healthy
4.39833220913524,Healthy
4.421092705032195,Healthy
4.44730050952188,Healthy
4.373532063158584,Healthy
4.402462123730295,Healthy
4.4224793315810125,Healthy
4.421082898351464,Healthy
4.347686756907197,Healthy
4.287863552062226,Healthy
4.4332348029327795,Healthy
4.416381293453185,Healthy
4.39347093019476,Healthy
4.380121757080981,Healthy
4.157554126538176,Healthy
4.096798420965933,Healthy
4.455768183283363,Healthy
4.434339046961698,Healthy
4.37714089876543,Healthy
4.390646360698297,Healthy
4.360809404232071,Healthy
4.320730299488912,Healthy
4.4304442731424905,Healthy
4.388410672950109,Healthy
4.400365840273512,Healthy
4.384574416725213,Healthy
4.32884056035486,Healthy
4.4386744646766285,Healthy
4.424307471278191,Healthy
4.392353753760528,Healthy
4.426040222858168,Healthy
4.389632187588153,Healthy
4.324057671275679,Healthy
4.339670598755324,Healthy
4.336030730368521,Healthy
4.3234255527664365,Healthy
4.3103419249567505,Healthy
4.269668608119308,Healthy
4.154237992745958,Healthy
4.382134650479789,Healthy
4.3891101883217365,Healthy
4.399106500860948,Healthy
4.2735479644010494,Healthy
4.13324676082592,Healthy
4.402121713020055,Healthy
4.4283313531746105,Healthy
4.442080680575429,Healthy
4.283297666550886,Healthy
4.2108474700045635,Healthy
4.37790068252978,Healthy
4.390444202150529,Healthy
4.391554134852281,Healthy
4.408773962709774,Healthy
4.3489332479275165,Healthy
4.242995265776741,Healthy
4.43664993834535,Healthy
4.457469301438066,Healthy
4.435151416910341,Healthy
4.4341198027618605,Healthy
4.416397891036309,Healthy
4.358939390316354,Healthy
4.497075688647806,Healthy
4.463277998871006,Healthy
4.475695890781668,Healthy
4.4676310447984315,Healthy
4.368865195799507,Healthy
4.399113953694548,Healthy
4.392612607909904,Healthy
4.426508513966527,Healthy
4.407750854785442,Healthy
4.421243516506508,Healthy
4.3532517543862275,Healthy
4.418504190769406,Healthy
4.430110079553834,Healthy
4.360230147466841,Healthy
4.317237829609984,Healthy
4.2271706189033,Healthy
4.419515111532935,Healthy
4.397586273577608,Healthy
4.388494924530106,Healthy
4.3567027461253955,Healthy
4.138938582331236,Healthy
3.9773033476606523,Healthy
4.416319791791927,Healthy
4.422102612302861,Healthy
4.389058807742454,Healthy
4.3204301562419,Healthy
4.311849576461502,Healthy
4.3077884099827015,Healthy
4.389214059596889,Healthy
4.396554118637625,Healthy
4.354425483581031,Healthy
4.3646599438831215,Healthy
4.299369082662435,Healthy
4.437864201735326,Healthy
4.402295920957802,Healthy
4.408422520565298,Healthy
4.395512993879447,Healthy
4.349109013635336,Healthy
4.24868596374064,Healthy
4.318519741076605,Healthy
4.346210870562341,Healthy
4.339718784667746,Healthy
4.287537120459869,Healthy
4.231356126724353,Healthy
4.081892066610455,Healthy
4.3714038814024,Healthy
4.370475236968002,Healthy
4.363594687140854,Healthy
4.220083006268321,Healthy
4.007799953603473,Healthy
4.400210262239052,Healthy
4.38727299544144,Healthy
4.37959544683036,Healthy
4.225743343802718,Healthy
4.123732024085537,Healthy
