Mat,No.,ID,Qn,Q,Pt,SOC,SOE,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,SOH
NMC,39,I3-500,2.1,1.6856,5,10,8.026666666666667,0.13914893617021296,0.137608834147378,0.16028027151302826,0.16184468131389984,0.13914893617021296,0.14596535699197322,0.13322567622123582,0.1375607779578596,0.13859910581222135,0.15150871228219298,0.179722470904208,0.1831858407079654,0.13906017435679363,0.1507021588765456,0.1449220949877974,0.1505457282649605,0.13868768640818097,0.15969581749049322,0.206187947356268,0.2038878842676315,0.14097384648096956,0.8026666666666666
NMC,40,I3-600,2.1,1.6119,5,10,7.675714285714285,0.1661702127659579,0.1686132936929292,0.19903656667396596,0.20165325212094753,0.16702127659574462,0.17469370511195592,0.14271295922486882,0.1476904376012964,0.16499893549073885,0.18040798980025485,0.22336615935541637,0.22013274336283128,0.1673399957473949,0.17166212534059966,0.13966585320067537,0.1505457282649605,0.1651043885811676,0.18926911702577076,0.24982682983144677,0.2585895117540691,0.16861577716351217,0.7675714285714286
NMC,41,I4-100,2.1,1.8945,5,10,9.02142857142857,0.08574468085106446,0.09025270758122783,0.07751259032187363,0.07678921035457886,0.08510638297872397,0.09167722855935789,0.11263625353249918,0.11122366288492636,0.08579944645518367,0.0947726306842327,0.07363473589973069,0.07212389380531015,0.08441420369976615,0.08509746384405759,0.15261873474751209,0.16635302973278154,0.0864933958244567,0.09231094212082791,0.07019164165319758,0.06103074141048914,0.08377631299170751,0.9021428571428571
NMC,42,I4-200,2.1,1.8275,5,10,8.70238095238095,0.0989361702127658,0.1053302187300913,0.10247427195095238,0.1070263215140308,0.09829787234042531,0.10857625686523065,0.11263625353249918,0.1094003241491075,0.09836065573770458,0.11325966850828717,0.1083258728737686,0.10707964601769948,0.09695938762491974,0.102075036679941,0.1409799136474561,0.14414753481369935,0.09906263314870056,0.13350232361639147,0.11821750173170109,0.11279385171790324,0.09610886668084273,0.8702380952380951
NMC,43,I4-400,2.1,1.7245,5,10,8.21190476190476,0.12404255319148927,0.12571671267785156,0.1405736807532305,0.1442244942353712,0.12340425531914878,0.12632023658639646,0.12272910779168367,0.12621555915721228,0.12412177985948514,0.12707182320441923,0.15689346463742204,0.15641592920353986,0.12332553689134595,0.1326765877174596,0.13797634691195704,0.14414753481369935,0.12420110779718829,0.16054076890578806,0.1775571461556229,0.18354430379746844,0.12332553689134595,0.8211904761904761
NMC,44,I4-500,2.1,1.6775,5,10,7.988095238095237,0.12851063829787268,0.12847738373327644,0.14604773374206292,0.1468348923210785,0.12808510638297932,0.12948880439374744,0.12757367783609297,0.1276337115072934,0.12880562060889922,0.12367190820229457,0.1624888093106538,0.16880530973451435,0.12779077184775645,0.1326765877174596,0.14266941993617355,0.14640572073767455,0.12888794205368637,0.16370933671313814,0.18402216578157393,0.20253164556962133,0.12906655326387373,0.7988095238095237
NMC,45,I4-600,2.1,1.5797,5,10,7.522380952380952,0.15617021276595722,0.16139307708643091,0.18458506678344655,0.1840330650424189,0.15638297872340345,0.16096324461343414,0.13948324586193017,0.14384116693679072,0.15584415584415545,0.15745856353591137,0.2068039391226506,0.20995575221239005,0.15628322347437873,0.17354852232236428,0.14154308241036162,0.14697026721866724,0.15658287175117191,0.18588931136459674,0.23204802586007922,0.23191681735985625,0.15819689559855465,0.7522380952380953
NMC,46,J1-100,2.1,1.9212,5,10,9.148571428571428,0.08829787234042552,0.09025270758122783,0.08014013575651457,0.08288013922123127,0.08723404255319167,0.09294465568229793,0.11566410981025488,0.1175040518638566,0.08920587609112207,0.08882277943051431,0.07564905998209426,0.07676991150442536,0.08696576653200161,0.09620624607000572,0.15599774732494787,0.15920210764019593,0.08990200255645586,0.11660329531051872,0.07157700300161629,0.08205244122965638,0.08632787582394208,0.9148571428571428
NMC,47,J1-200,2.1,1.8448,5,10,8.784761904761904,0.10425531914893593,0.11000212359312034,0.10794832493978479,0.11050685229497414,0.10361702127659544,0.10920997042670066,0.11949939442874502,0.1175040518638566,0.10559931871407269,0.11049723756906005,0.11324977618621368,0.11946902654867309,0.10355092494152718,0.11108782225948399,0.14848883048620198,0.15223936770794122,0.10630592245419734,0.1269539501478656,0.12260447933502583,0.13245931283906032,0.1027004039974484,0.8784761904761904
NMC,48,J1-300,2.1,1.7948,5,10,8.546666666666667,0.11659574468085143,0.12040772987895476,0.12502737026494426,0.12529910811398715,0.11617021276595718,0.12040557667934149,0.12696810658054147,0.12621555915721228,0.11752182243985576,0.11580960475988089,0.13473589973142452,0.14203539823008882,0.11524558792260198,0.12869419408928895,0.15074150553782584,0.15336846066992837,0.11759693225394141,0.1269539501478656,0.1496190256291854,0.1625226039783012,0.11588347863066062,0.8546666666666666
NMC,49,J1-400,2.1,1.7234,5,10,8.206666666666667,0.13723404255319238,0.13824591208324488,0.15283555944821536,0.16032194909723696,0.1372340425531915,0.1453316434305023,0.13827210335082807,0.1357374392220425,0.13796040025548262,0.13557161070973134,0.1671888988361694,0.17964601769911503,0.1371465022326177,0.1448333682666112,0.15487140979913594,0.16164847572450114,0.13804857264593107,0.1518800168990282,0.18402216578157393,0.18919529837251403,0.13778439294067546,0.8206666666666667
NMC,50,J1-500,2.1,1.6197,5,10,7.712857142857142,0.16021276595744638,0.15735825015926963,0.17451280928399449,0.17924733521862013,0.1604255319148935,0.16370933671313903,0.16148566814695275,0.1602512155591569,0.1598892910368317,0.16595835104122347,0.19024171888988484,0.1913716814159292,0.1601105677227297,0.1754349193041289,0.1775858832363424,0.17802032367331577,0.15977844056242052,0.1911702577101817,0.2105749249595945,0.21654611211573283,0.16074845843078833,0.7712857142857142
NMC,51,J1-600,2.1,1.469,5,10,6.995238095238095,0.18340425531914928,0.18432788277765955,0.21589664987957047,0.21427017620187083,0.1834042553191484,0.18652302492606676,0.16088009689140126,0.15761750405186348,0.1835213966361504,0.19103272418189476,0.24015219337511162,0.24424778761062083,0.18392515415692134,0.20016767973171223,0.15900131406044604,0.16447120812946903,0.18363868768640845,0.2226446979298684,0.2657584853382584,0.26491862567811886,0.1864767169891559,0.6995238095238095
NMC,52,J2-100,2.1,1.9156,5,10,9.12190476190476,0.09297872340425606,0.09938415799532763,0.09174512809284074,0.0889710680878828,0.09234042553191468,0.09738065061258983,0.11384739604360128,0.11628849270664432,0.09452842239727488,0.1053973650658735,0.09444941808415308,0.08650442477876119,0.09164363172443135,0.09369105009431955,0.14792566172329558,0.16447120812946903,0.09437579889220338,0.13434727503168453,0.10320942045716919,0.08770343580470197,0.09164363172443046,0.9121904761904761
NMC,53,J2-200,2.1,1.8418,5,10,8.77047619047619,0.11085106382978793,0.1125504353365896,0.12283774906941058,0.12268871002827897,0.11021276595744656,0.10984368398817068,0.11647153815098932,0.11811183144246318,0.11156057057696422,0.12770930726731855,0.13742166517457477,0.13716814159292134,0.10929194131405495,0.10920142527771848,0.1362868406232396,0.14885208882198064,0.11227098423519433,0.1552598225602022,0.1611637035326705,0.15709764918625702,0.11014246225813284,0.8770476190476191
NMC,54,J2-300,2.1,1.7876,5,10,8.512380952380953,0.1200000000000001,0.12847738373327644,0.13575651412305678,0.13400043506634773,0.12021276595744634,0.1210392902408115,0.12272910779168367,0.12621555915721228,0.121566957632532,0.12515937101572483,0.15264100268576541,0.14756637168141662,0.11992345311503261,0.12471180046111918,0.1409799136474561,0.15336846066992837,0.12164465274818959,0.1480777355302072,0.18055876241052893,0.16817359855334502,0.11992345311503261,0.8512380952380952
NMC,55,J2-400,2.1,1.7164,5,10,8.173333333333332,0.13723404255319238,0.1363346782756425,0.1596233851543678,0.15640635196867514,0.1372340425531915,0.14005069708491735,0.1295922486879295,0.13188816855753682,0.13668298914200605,0.14088397790055307,0.17905102954342134,0.1818584070796465,0.1371465022326177,0.13833577866275348,0.13966585320067537,0.15637937523522805,0.13677034512143127,0.14659907055344323,0.20549526668205864,0.19981916817359924,0.13778439294067546,0.8173333333333332
NMC,56,J2-500,2.1,1.5775,5,10,7.511904761904761,0.16212765957446873,0.17179868337226623,0.18940223341362028,0.18664346312812707,0.16297872340425545,0.15906210392902498,0.14836495761001256,0.15397082658022665,0.161805407707047,0.16192095197620038,0.2117278424350939,0.20641592920354057,0.1628747607909844,0.1643261370781799,0.1531819035104185,0.1627775686864883,0.161908819769919,0.17363751584283893,0.23989840683444896,0.23417721518987378,0.16351265149904304,0.7511904761904761
NMC,57,J2-600,2.1,1.4437,5,10,6.874761904761904,0.1878723404255327,0.19876831599065614,0.22399824830304382,0.22318903632803977,0.18808510638297893,0.1884241656104777,0.16209123940250336,0.16268233387358144,0.18692782627208882,0.21015724606884856,0.2533572068039387,0.24756637168141626,0.18987880076546926,0.18654370153007704,0.1571240848507598,0.16390666164847634,0.18683425649765617,0.23764258555133022,0.2893096282613712,0.27328209764918654,0.19243036359770294,0.6874761904761905
NMC,58,J3-200,2.1,1.8194,5,10,8.663809523809523,0.10808510638297886,0.1125504353365896,0.10860521129844525,0.1124646508592555,0.1076595744680846,0.10857625686523065,0.12454582155833727,0.12256888168557456,0.10772833723653363,0.11580960475988089,0.11392121754700035,0.11725663716814161,0.1067403784818195,0.11108782225948399,0.15543457856204146,0.15807301467820878,0.10843630166169582,0.11977186311786969,0.12168090510274787,0.12273960216998248,0.10610248777376086,0.8663809523809523
NMC,59,J3-300,2.1,1.7594,5,10,8.378095238095238,0.12531914893617024,0.12847738373327644,0.13247208232975716,0.13204263650206638,0.12531914893617024,0.1275876637093365,0.13524424707307325,0.13816855753646617,0.12476048541622298,0.12770930726731855,0.1416741271262314,0.14203539823008882,0.12460131830746413,0.13770697966883283,0.1612539891120699,0.169740308618743,0.1254793353216872,0.15716096324461315,0.15746940660355513,0.15641952983725105,0.12460131830746324,0.8378095238095238
NMC,60,J3-400,2.1,1.6817,5,10,8.008095238095239,0.14297872340425588,0.15141218942450685,0.15546310488285542,0.15640635196867514,0.14382978723404172,0.14659907055344323,0.14957610012111466,0.1482982171799021,0.144560357675112,0.15278368040798984,0.16651745747538094,0.165265486725664,0.14310014884116473,0.1463005659190939,0.16876290595081578,0.17143394806172463,0.14465274818917795,0.14871144909167633,0.18402216578157393,0.18286618444846248,0.14310014884116473,0.8008095238095237
NMC,61,J3-500,2.1,1.4958,5,10,7.122857142857143,0.1900000000000004,0.19685708218305376,0.20363477118458562,0.20295845116380207,0.1899999999999995,0.1884241656104777,0.1927735163504245,0.19793354943273922,0.19076005961251852,0.20484487887802771,0.21866606982990078,0.21327433628318637,0.190516691473527,0.204150073359882,0.2108128402477938,0.22468949943545358,0.19152109075415424,0.20954795099281753,0.24128376818286768,0.23259493670886044,0.19115458218158565,0.7122857142857143
NMC,62,J3-600,2.1,1.301,5,10,6.1952380952380945,0.19851063829787297,0.20683796984497782,0.22881541493321667,0.22645203393517477,0.19851063829787208,0.19497253907900358,0.1814695195801379,0.18152350081037216,0.198850329997871,0.21610709732256694,0.2547000895255156,0.2511061946902666,0.1990219009143095,0.19304129113393387,0.1828421250234653,0.19665035754610471,0.19876438005965102,0.23827629911280113,0.28861694758716183,0.2712477396021704,0.20242398469062284,0.6195238095238095
NMC,63,J4-100,2.1,1.8809,5,10,8.956666666666667,0.09361702127659566,0.09216394138883022,0.08211079483249417,0.0835327387426581,0.09297872340425517,0.10139416983523475,0.12333467904723516,0.12074554294975659,0.09388971684053615,0.10072248193795108,0.07632050134288271,0.08097345132743428,0.09228152243248999,0.10081743869209703,0.16594706213628552,0.17030485509973659,0.09437579889220338,0.1060414026193488,0.06811359963056951,0.06803797468354489,0.09164363172443046,0.8956666666666666
NMC,64,J4-200,2.1,1.8001,5,10,8.571904761904761,0.11000000000000121,0.11191335740072184,0.1092620976571057,0.11050685229497414,0.10957446808510607,0.1138572032108156,0.12817924909164358,0.12945705024311138,0.11028315946348766,0.1179345516362087,0.11168307967770907,0.11393805309734528,0.10865405060599631,0.11695661286941927,0.1618171578749763,0.16917576213774943,0.11035364294844463,0.13561470215462634,0.1161394597090748,0.12273960216998248,0.10865405060599542,0.8571904761904762
NMC,65,J4-400,2.1,1.6412,5,10,7.815238095238095,0.1417021276595749,0.137608834147378,0.15349244580687582,0.15966934957581014,0.14127659574468066,0.1497676383607951,0.14695195801372662,0.1476904376012964,0.14200553544815886,0.1349341266468338,0.16517457475380581,0.17433628318584127,0.14097384648096956,0.14294697128484568,0.16707339966209833,0.17670304855099772,0.14273540690242914,0.1474440219687363,0.18125144308473828,0.18919529837251403,0.1416117371890282,0.7815238095238095
NMC,66,J4-500,2.1,1.4674,5,10,6.987619047619047,0.18191489361702207,0.1889997876406886,0.200350339391286,0.20556884924951024,0.1827659574468079,0.1839881706801867,0.1808639483245864,0.18152350081037216,0.181605279965936,0.1857203569910748,0.21575649059982105,0.21681415929203585,0.18264937274080406,0.20016767973171223,0.1950441148864277,0.1972149040270983,0.18236046016190866,0.21799746514575347,0.23782036481182267,0.24050632911392533,0.18392515415692046,0.6987619047619047
NMC,67,J4-600,2.1,1.3856,5,10,6.598095238095238,0.1878723404255327,0.19282225525589336,0.22005693015108374,0.22188383728518613,0.18872340425531853,0.18779045204900768,0.16774323778764622,0.17281199351701826,0.18820523738556538,0.19039524011899722,0.24418084153983877,0.24070796460177046,0.18924091005740973,0.1890588975057632,0.16651023089919192,0.1674821226947696,0.18832552194290564,0.20363329108576256,0.27199261140614084,0.26989150090416025,0.19306825430576247,0.6598095238095237
NMC,1,D3-100,2.1,1.9155,5,15,13.682142857142855,0.18531914893616985,0.18305372690592492,0.17451280928399449,0.17250380683054178,0.18404255319148977,0.18715673848753678,0.21215179652805904,0.2117098865478111,0.18565041515861225,0.19039524011899722,0.16875559534467222,0.17367256637168182,0.18328726344886181,0.18465730454831242,0.2521118828608966,0.2636432066240122,0.18619514273540716,0.19180397127165172,0.16324174555529858,0.15415913200723352,0.18179885179672528,0.9121428571428571
NMC,2,D3-200,2.1,1.8499,5,15,13.213571428571427,0.1951063829787234,0.20216606498194967,0.19421940004379223,0.19621492277572283,0.19468085106383004,0.19497253907900358,0.21215179652805904,0.21292544570502425,0.19608260591867133,0.20144496387590305,0.19650850492390326,0.19756637168141644,0.1937061450138211,0.196814085097464,0.24328890557537086,0.25498682724877764,0.19620792501065232,0.20637938318546567,0.20203186331101364,0.20953887884267708,0.19243036359770294,0.880904761904762
NMC,3,D3-300,2.1,1.8004,5,15,12.86,0.20574468085106457,0.21129751539605035,0.20910882417341803,0.20839678050902677,0.20510638297872408,0.20616814533164352,0.2196205086798546,0.2218395461912479,0.20672769853097783,0.21143221419464542,0.21441360787824415,0.21814159292035473,0.20433765681479876,0.21127646195766037,0.24629247231086904,0.25724501317275195,0.20664678312739682,0.22137727080692837,0.22489032555991706,0.2255877034358047,0.20433765681479965,0.8573333333333333
NMC,4,D3-400,2.1,1.7452,5,15,12.465714285714286,0.21765957446808493,0.2178806540666809,0.22684475585723618,0.23058516423754583,0.21702127659574444,0.2198986058301653,0.22204279370205882,0.22366288492706587,0.21779859484777564,0.22396940076498062,0.2372426141450319,0.24690265486725682,0.2162449500318946,0.2209180465311249,0.24159939928665253,0.2461422657132104,0.21793779292714088,0.2391212505280942,0.2505195105056579,0.2545207956600368,0.2162449500318946,0.831047619047619
NMC,5,D3-500,2.1,1.6421,5,15,11.729285714285714,0.23680851063829778,0.24230197494160155,0.2524633238449754,0.252773547966064,0.23680851063829778,0.24292353189691607,0.2339523617278969,0.23561588330632066,0.2378113689589103,0.2424564385890351,0.2672336615935542,0.26814159292035367,0.236657452689772,0.2502619995808004,0.2444152431011819,0.25197591268347797,0.23711120579463163,0.23764258555133022,0.2842299699838371,0.3019891500904155,0.23729534339783065,0.7819523809523808
NMC,6,D3-600,2.1,1.5016,5,15,10.725714285714286,0.2697872340425542,0.2777659800382244,0.2931902780818918,0.29127691973025804,0.26978723404255334,0.27439797211660366,0.2559547840129186,0.26012965964343593,0.26932084309133497,0.27985550361240996,0.31154879140555103,0.3108407079646023,0.27089092068892207,0.2775099559840699,0.2568049558851131,0.2689123071132853,0.26949296974861525,0.29531051964511956,0.33294851073654996,0.34064195298372546,0.272804592813098,0.715047619047619
NMC,7,D4-100,2.1,1.9134,5,15,13.667142857142856,0.18659574468085083,0.19154809938415784,0.17451280928399449,0.17663693713291284,0.18531914893617074,0.18715673848753678,0.2165926524020998,0.21555915721231678,0.18756653182882665,0.19889502762430933,0.16786034019695606,0.16747787610619458,0.18520093557303863,0.18780129951792013,0.2573681246480186,0.2566804666917575,0.18832552194290564,0.20954795099281753,0.15908566151004422,0.15415913200723352,0.1832872634488627,0.9111428571428571
NMC,8,D4-200,2.1,1.8448,5,15,13.177142857142856,0.1978723404255316,0.19961775323847952,0.19553317276111226,0.20078311942571236,0.1965957446808515,0.19898605830164762,0.2171982236576513,0.21799027552674222,0.198850329997871,0.19294517637059094,0.1971799462846917,0.19623893805309844,0.19583244737401628,0.20792286732341214,0.24798197859958648,0.2514113662024844,0.19940349382190004,0.23046049852133432,0.20041560840452632,0.2145117540687167,0.1949819264299384,0.8784761904761904
NMC,9,D4-300,2.1,1.7955,5,15,12.825,0.2110638297872347,0.20811212571671245,0.2132691044449313,0.21579290841853283,0.21042553191489421,0.21525137304604947,0.22466693580944685,0.22427066450567246,0.21205024483713064,0.20611984700382546,0.21866606982990078,0.2230088495575222,0.20965341271528803,0.21253405994550345,0.25154871409799107,0.2531050056454651,0.2126118449083938,0.23827629911280113,0.22766104825675448,0.22920433996383416,0.2090155220072294,0.855
NMC,10,D4-400,2.1,1.7384,5,15,12.417142857142856,0.22297872340425506,0.22595030792100257,0.2320998467265163,0.2386338916684787,0.22234042553191458,0.22771440642163032,0.22769479208720256,0.22366288492706587,0.22312114115392845,0.22928176795580146,0.24149507609668852,0.24756637168141626,0.22134807569636372,0.23076923076923084,0.24629247231086904,0.24670681219420398,0.22390285470813875,0.24820447824250014,0.25144308473793586,0.2662748643761308,0.2221985966404425,0.8278095238095238
NMC,11,D4-500,2.1,1.6765,5,15,11.975,0.2355319148936168,0.23571883627097012,0.25114955112765536,0.25690667826843505,0.2348936170212763,0.23954372623574205,0.2297133629390391,0.23115883306320928,0.23504364487971063,0.2365065873353167,0.2643240823634727,0.2688053097345131,0.23474378056559608,0.2515195975686435,0.23934672423502867,0.24219044034625536,0.23519386450788282,0.260667511618081,0.27707226968367493,0.29498191681735975,0.23601956198171425,0.7983333333333333
NMC,12,D4-600,2.1,1.6112,5,15,11.508571428571427,0.25191489361702235,0.25079634741983536,0.27151302824611356,0.27778986295410046,0.2521276595744686,0.2625686523024928,0.24081550262414275,0.24068071312803863,0.2516499893549069,0.26073098172545617,0.28737690241718994,0.3004424778761061,0.25175419944716104,0.25864598616642187,0.24328890557537086,0.2531050056454651,0.2509586706433744,0.2619349387410219,0.3022396675132768,0.31396925858951086,0.25451839251541486,0.7672380952380952
NMC,13,E3-200,2.1,1.8787,5,15,13.419285714285715,0.19382978723404243,0.19813123805478838,0.19005911977227896,0.19208179247335178,0.19340425531914907,0.1956062526404727,0.21457408155026325,0.21495137763371108,0.19480519480519476,0.1857203569910748,0.1895702775290964,0.1913716814159292,0.19306825430576247,0.20980926430517677,0.24798197859958648,0.2514113662024844,0.19492969748615252,0.20891423743134752,0.18840914338489867,0.1984629294755873,0.19179247288964518,0.8946190476190476
NMC,14,E3-300,2.1,1.8272,5,15,13.05142857142857,0.208936170212767,0.2087492036525811,0.20910882417341803,0.21427017620187083,0.20851063829787186,0.2127165188001694,0.22466693580944685,0.2192058346839545,0.20864381520119224,0.21738206544836292,0.21239928379588235,0.2161504424778764,0.20688921964703422,0.21316285893942588,0.2538013891496149,0.2583741061347382,0.2094162760971452,0.22729193071398335,0.21842530593396425,0.23485533453887975,0.20688921964703333,0.870095238095238
NMC,15,E3-400,2.1,1.7676,5,15,12.625714285714285,0.225531914893617,0.22977277553620823,0.23297569520472994,0.23602349358277053,0.22489361702127653,0.22919307139839518,0.2327412192167948,0.22751215559157156,0.22652757078986596,0.22396940076498062,0.24082363473590007,0.2449115044247785,0.22475015947267707,0.23663802137916523,0.2538013891496149,0.2608204742190443,0.22645930975713657,0.21863117870722437,0.24844146848302984,0.26424050632911467,0.22411226876461754,0.8417142857142857
NMC,16,E3-500,2.1,1.6929,5,15,12.092142857142857,0.2421276595744679,0.23699299214270564,0.25465294504050817,0.2562540787470091,0.24148936170212743,0.244824672581327,0.2428340734759793,0.2412884927066452,0.24292101341281658,0.24628134296642568,0.2658907788719791,0.2696902654867257,0.24197320859026128,0.25089079857472196,0.2560540642012379,0.2608204742190443,0.2430762675756286,0.26721588508660776,0.27707226968367493,0.2936256781193496,0.24197320859026217,0.8061428571428572
NMC,17,E3-600,2.1,1.5726,5,15,11.232857142857142,0.2710638297872343,0.27521766829475514,0.28859207357127215,0.2893191211659776,0.27127659574468144,0.27883396704689467,0.26402906742026655,0.2625607779578605,0.2714498616137959,0.27985550361240996,0.30192479856759213,0.30663716814159425,0.2715288113969807,0.2833787465940052,0.2701332832738874,0.27248776815957854,0.27204942479761396,0.2834811998310096,0.3172477487878087,0.32730560578661816,0.27344248352115663,0.7488571428571428
NMC,18,E4-100,2.1,1.9052,5,15,13.608571428571429,0.18659574468085083,0.19367169250371585,0.17582658200131362,0.18055253426147466,0.18680851063829707,0.19307139839459264,0.21517965280581386,0.21677471636952905,0.18756653182882665,0.19698257543561404,0.16942703670546067,0.17433628318584127,0.18520093557303863,0.19891008174386915,0.25492772667542685,0.2613850207000379,0.18768640818065663,0.1983523447401767,0.16185638420687987,0.16478300180831873,0.18392515415692046,0.9072380952380952
NMC,19,E4-200,2.1,1.8324,5,15,13.088571428571429,0.2017021276595754,0.20535145466128668,0.20100722574994467,0.20013051990428465,0.20063829787234067,0.20363329108576256,0.2184093661687534,0.21414100486223653,0.20140515222482414,0.19485762855928623,0.2034467323187119,0.20575221238938113,0.20029768233042677,0.20205407671347686,0.24798197859958648,0.2508468197214908,0.2021729867916484,0.23384030418250923,0.20849688293696644,0.21021699819168127,0.19902190091431038,0.8725714285714286
NMC,20,E4-300,2.1,1.7794,5,15,12.71,0.21702127659574444,0.2231896368655768,0.22137070286840377,0.2244942353708934,0.21638297872340395,0.2264469792986903,0.22830036334275405,0.22933549432739042,0.2171598892910369,0.22651933701657434,0.227618621307073,0.23384955752212466,0.21560705932383595,0.224271641165374,0.2543645579125213,0.26477229958599935,0.21793779292714088,0.21673003802281343,0.23782036481182267,0.238924050632912,0.21560705932383506,0.8473333333333334
NMC,21,E4-400,2.1,1.7229,5,15,12.306428571428572,0.2327659574468086,0.23635591420683877,0.24239106634552243,0.24951055035892988,0.23234042553191525,0.23637515842839107,0.23778764634638705,0.23622366288492724,0.2344049393229728,0.2258818529536759,0.252685765443152,0.2550884955752215,0.23134169678928362,0.2378956193670092,0.25492772667542685,0.25969138125705715,0.23455475074563292,0.257287705956907,0.2641422304317711,0.2789330922242321,0.23197958749734227,0.8204285714285714
NMC,22,E4-500,2.1,1.6562,5,15,11.83,0.24404255319148938,0.2397536631981314,0.2524633238449754,0.2588644768327164,0.2434042553191489,0.2553865652724969,0.25030278562777575,0.25182333873581797,0.24505003193527752,0.24819379515512185,0.2609668755595358,0.26349557522123934,0.24324899000637856,0.2638859777824356,0.2701332832738874,0.2753105005645464,0.2449936088623783,0.2691170257710178,0.27129993073193326,0.2909132007233275,0.2438868807144372,0.7886666666666666
NMC,23,E4-600,2.1,1.5474,5,15,11.052857142857142,0.2717021276595748,0.2771289021023575,0.2912196190059122,0.29127691973025804,0.273191489361702,0.27756653992395464,0.26402906742026655,0.26701782820097275,0.2733659782840112,0.27071823204419854,0.30528200537153083,0.3073008849557519,0.272804592813098,0.278767553971913,0.26712971653838835,0.2655250282273247,0.2735406902428634,0.30312632023658637,0.3207111521588537,0.32662748643761397,0.27493089517329405,0.7368571428571429
NMC,24,H3-100,2.1,1.8995,5,15,13.567857142857141,0.18468085106383025,0.19154809938415784,0.17385592292533403,0.17315640635196772,0.1834042553191484,0.18990283058724078,0.21094065401695605,0.20867098865478084,0.18416010219288914,0.19634509137271472,0.16786034019695606,0.17367256637168182,0.18179885179672617,0.18465730454831242,0.25023465365121034,0.2538577342867896,0.18491691521090825,0.2049007182087026,0.16254906488108922,0.15709764918625702,0.180523070380608,0.9045238095238095
NMC,25,H3-200,2.1,1.8332,5,15,13.094285714285713,0.1965957446808515,0.1943087704395836,0.19750383183709186,0.20165325212094753,0.1965957446808515,0.1956062526404727,0.21154622527250755,0.21414100486223653,0.1973600170321479,0.21015724606884856,0.20120859444941708,0.198230088495575,0.1949819264299384,0.196814085097464,0.24103623052374612,0.24971772675950366,0.19748615253515212,0.20954795099281753,0.20849688293696644,0.20547016274864305,0.19434403572187975,0.8729523809523809
NMC,26,H3-400,2.1,1.7239,5,15,12.313571428571429,0.23085106382978804,0.23104693140794286,0.24370483906284246,0.24276702197084976,0.23021276595744666,0.23172792564427525,0.2315300767056927,0.23500810372771497,0.2309985096870344,0.22715682107947366,0.2560429722470907,0.25862831858407187,0.23006591537316634,0.23852441836092986,0.24629247231086904,0.2514113662024844,0.23114614401363465,0.26594845796366595,0.27291618563842057,0.2719258589511764,0.23006591537316545,0.8209047619047619
NMC,27,H3-500,2.1,1.6369,5,15,11.692142857142857,0.2506382978723405,0.2580165640263328,0.2688854828114735,0.2690885360017399,0.2514893617021272,0.25602027883396694,0.2440452159870823,0.24756888168557456,0.25101128379816906,0.25818104547386245,0.28379588182632,0.2860619469026551,0.25047841803104376,0.2561307901907348,0.2521118828608966,0.2589386526157327,0.2509586706433744,0.28686100549218363,0.30154698683906744,0.30831826401446705,0.2511163087391024,0.7794761904761904
NMC,28,H3-600,2.1,1.5406,5,15,11.004285714285713,0.2729787234042549,0.27925249522191553,0.2953798992774255,0.29453991733739304,0.2738297872340425,0.27820025348542465,0.2589826402906743,0.26438411669367934,0.27208856717053465,0.27921801954951064,0.31289167412712615,0.3108407079646023,0.27344248352115663,0.27688115699014837,0.25962079969964247,0.2730523146405721,0.27204942479761396,0.31242078580481625,0.3336411914107593,0.3336347197106697,0.27620667658941045,0.7336190476190476
NMC,29,H4-100,2.1,1.8972,5,15,13.55142857142857,0.19063829787234,0.19622000424718689,0.1777972410772941,0.18207526647813754,0.1893617021276599,0.19307139839459264,0.2184093661687534,0.22123176661264132,0.19012135405578068,0.1982575435614109,0.17009847806624911,0.17964601769911503,0.1877524984052732,0.19178369314609078,0.2607471372254544,0.2689123071132853,0.19088197699190435,0.21863117870722437,0.15908566151004422,0.16048824593128508,0.18711460769721455,0.9034285714285714
NMC,30,H4-200,2.1,1.8208,5,15,13.005714285714285,0.20829787234042563,0.2087492036525811,0.2042916575432452,0.2042636502066557,0.20723404255319178,0.21461765948458034,0.22708922083165106,0.22305510534846018,0.2080051096444544,0.20144496387590305,0.20411817367949858,0.20641592920354057,0.20688921964703422,0.21316285893942588,0.25905763093673695,0.2689123071132853,0.20877716233489618,0.2220109843683984,0.20549526668205864,0.2145117540687167,0.20561343823091693,0.867047619047619
NMC,31,H4-300,2.1,1.757,5,15,12.549999999999997,0.23148936170212764,0.2376300700785734,0.2336325815633904,0.233195562323254,0.23085106382978715,0.2304604985213352,0.2440452159870823,0.24554294975688773,0.23035980413029655,0.23905652358691043,0.23813786929274805,0.2422566371681425,0.23006591537316634,0.23076923076923084,0.2701332832738874,0.281144147534814,0.23114614401363465,0.25665399239543696,0.24705610713461112,0.26491862567811886,0.2294280246651077,0.8366666666666666
